Country,region,continent,alliance,metric,value
Albania,Balkans,Europe,NATO,coal_consumption_by_country,389000
Kuwait,Gulf Powers,Asia,Non-NATO,coal_consumption_by_country,145000
Bolivia,Latin America,South America,Non-NATO,coal_consumption_by_country,9000
Bahrain,Gulf Powers,Asia,Non-NATO,coal_consumption_by_country,0
Oman,Gulf Powers,Asia,Non-NATO,coal_consumption_by_country,31000
Kenya,Africa,Africa,Non-NATO,coal_consumption_by_country,1168000
Chad,Africa,Africa,Non-NATO,coal_consumption_by_country,0
Yemen,Middle East,Asia,Non-NATO,coal_consumption_by_country,165000
New Zealand,Asia-Pacific,Oceania,Non-NATO,coal_consumption_by_country,2441000
Paraguay,Latin America,South America,Non-NATO,coal_consumption_by_country,1000
Lithuania,Northern Europe,Europe,NATO,coal_consumption_by_country,263000
Mozambique,Africa,Africa,Non-NATO,coal_consumption_by_country,11000
Tunisia,Africa,Africa,Non-NATO,coal_consumption_by_country,2000
Armenia,Asia,Asia,Non-NATO,coal_consumption_by_country,23000
Tanzania,Africa,Africa,Non-NATO,coal_consumption_by_country,802000
Cameroon,Africa,Africa,Non-NATO,coal_consumption_by_country,0
Georgia,Asia,Asia,Non-NATO,coal_consumption_by_country,516000
Cambodia,Southeast Asia,Asia,Non-NATO,coal_consumption_by_country,2215000
Slovenia,Balkans,Europe,NATO,coal_consumption_by_country,2553000
Ireland,Northern Europe,Europe,Non-NATO,coal_consumption_by_country,1322000
Mongolia,Asia-Pacific,Asia,Non-NATO,coal_consumption_by_country,6393000
Latvia,Northern Europe,Europe,NATO,coal_consumption_by_country,20000
Uruguay,Latin America,South America,Non-NATO,coal_consumption_by_country,18000
Honduras,Central America,North America,Non-NATO,coal_consumption_by_country,190000
Ivory Coast,Africa,Africa,Non-NATO,coal_consumption_by_country,0
Guatemala,Central America,North America,Non-NATO,coal_consumption_by_country,1296000
Mali,Africa,Africa,Non-NATO,coal_consumption_by_country,0
Kyrgyzstan,Asia,Asia,Non-NATO,coal_consumption_by_country,3352000
Laos,Southeast Asia,Asia,Non-NATO,coal_consumption_by_country,13691000
Estonia,Northern Europe,Europe,NATO,coal_consumption_by_country,3000
Tajikistan,Asia,Asia,Non-NATO,coal_consumption_by_country,2245000
Zambia,Africa,Africa,Non-NATO,coal_consumption_by_country,823000
Ghana,Africa,Africa,Non-NATO,coal_consumption_by_country,85000
Zimbabwe,Africa,Africa,Non-NATO,coal_consumption_by_country,4479000
North Macedonia,Balkans,Europe,Non-NATO,coal_consumption_by_country,5776000
South Sudan,Africa,Africa,Non-NATO,coal_consumption_by_country,0
Uganda,Africa,Africa,Non-NATO,coal_consumption_by_country,0
Lebanon,Middle East,Asia,Non-NATO,coal_consumption_by_country,207000
Namibia,Africa,Africa,Non-NATO,coal_consumption_by_country,32000
Luxembourg,Western Europe,Europe,NATO,coal_consumption_by_country,62000
Afghanistan,Asia,Asia,Non-NATO,coal_consumption_by_country,1545000
Niger,Africa,Africa,Non-NATO,coal_consumption_by_country,457000
Eritrea,Africa,Africa,Non-NATO,coal_consumption_by_country,0
Republic of the Congo,Africa,Africa,Non-NATO,coal_consumption_by_country,0
Botswana,Africa,Africa,Non-NATO,coal_consumption_by_country,2291000
Mauritania,Africa,Africa,Non-NATO,coal_consumption_by_country,0
Dominican Republic,Central America,North America,Non-NATO,coal_consumption_by_country,2188000
Senegal,Africa,Africa,Non-NATO,coal_consumption_by_country,502000
Nepal,Asia-Pacific,Asia,Non-NATO,coal_consumption_by_country,1095000
Montenegro,Balkans,Europe,NATO,coal_consumption_by_country,1517000
El Salvador,Central America,North America,Non-NATO,coal_consumption_by_country,500
Burkina Faso,Africa,Africa,Non-NATO,coal_consumption_by_country,0
Madagascar,Africa,Africa,Non-NATO,coal_consumption_by_country,511000
Nicaragua,Central America,North America,Non-NATO,coal_consumption_by_country,0
Bosnia and Herzegovina,Balkans,Europe,Non-NATO,coal_consumption_by_country,14766000
Gabon,Africa,Africa,Non-NATO,coal_consumption_by_country,0
Moldova,Eastern Europe,Europe,Non-NATO,coal_consumption_by_country,120000
Iceland,Scandinavia,Europe,NATO,coal_consumption_by_country,188000
Panama,Central America,North America,Non-NATO,coal_consumption_by_country,837000
Beliz,Central America,North America,Non-NATO,coal_consumption_by_country,0
Liberia,Africa,Africa,Non-NATO,coal_consumption_by_country,0
Suriname,Northern South America,South America,Non-NATO,coal_consumption_by_country,0
Sierra Leone,Africa,Africa,Non-NATO,coal_consumption_by_country,0
Kosovo,Southern Europe,Europe,Non-NATO,coal_consumption_by_country,8927000
Somalia,Africa,Africa,Non-NATO,coal_consumption_by_country,0
Central African Republic,Africa,Africa,Non-NATO,coal_consumption_by_country,0
Benin,Africa,Africa,Non-NATO,coal_consumption_by_country,45000
Bhutan,Asia,Asia,Non-NATO,coal_consumption_by_country,325000
United States,Northern America,North America,NATO,proven_coal_reserves_by_country,249000000000.0
Russia,Eastern Europe,Europe,Non-NATO,proven_coal_reserves_by_country,162000000000.0
China,Asia-Pacific,Asia,Non-NATO,proven_coal_reserves_by_country,143000000000.0
India,Asia-Pacific,Asia,Non-NATO,proven_coal_reserves_by_country,111000000000.0
South Korea,Asia-Pacific,Asia,Non-NATO,proven_coal_reserves_by_country,326000000.0
United Kingdom,Northern Europe,Europe,NATO,proven_coal_reserves_by_country,26000000.0
France,Western Europe,Europe,NATO,proven_coal_reserves_by_country,160000000.0
Japan,Asia-Pacific,Asia,Non-NATO,proven_coal_reserves_by_country,350000000.0
Turkiye,Middle East,Asia,NATO,proven_coal_reserves_by_country,11525000000.0
Italy,Southern Europe,Europe,NATO,proven_coal_reserves_by_country,609999000.0
Brazil,Latin America,South America,Non-NATO,proven_coal_reserves_by_country,6596000000.0
Pakistan,Asia-Pacific,Asia,Non-NATO,proven_coal_reserves_by_country,3064000000.0
Indonesia,Southeast Asia,Asia,Non-NATO,proven_coal_reserves_by_country,34869000000.0
Germany,Central Europe,Europe,NATO,proven_coal_reserves_by_country,35900000000.0
Israel,Middle East,Asia,Non-NATO,proven_coal_reserves_by_country,0.0
Iran,Middle East,Asia,Non-NATO,proven_coal_reserves_by_country,1203000000.0
Spain,Southern Europe,Europe,NATO,proven_coal_reserves_by_country,1187000000.0
Australia,Asia-Pacific,Oceania,Non-NATO,proven_coal_reserves_by_country,150000000000.0
Egypt,Africa,Africa,Non-NATO,proven_coal_reserves_by_country,182000000.0
Ukraine,Eastern Europe,Europe,Non-NATO,proven_coal_reserves_by_country,34375000000.0
Poland,Eastern Europe,Europe,NATO,proven_coal_reserves_by_country,28531000000.0
Taiwan,Asia-Pacific,Asia,Non-NATO,proven_coal_reserves_by_country,1000000.0
Vietnam,Southeast Asia,Asia,Non-NATO,proven_coal_reserves_by_country,3360000000.0
Saudi Arabia,Middle East,Asia,Non-NATO,proven_coal_reserves_by_country,0.0
Thailand,Southeast Asia,Asia,Non-NATO,proven_coal_reserves_by_country,1063000000.0
Algeria,Africa,Africa,Non-NATO,proven_coal_reserves_by_country,233000000.0
Sweden,Scandinavia,Europe,NATO,proven_coal_reserves_by_country,5000000.0
Canada,Northern America,North America,NATO,proven_coal_reserves_by_country,6582000000.0
Singapore,Southeast Asia,Asia,Non-NATO,proven_coal_reserves_by_country,0.0
Greece,Southern Europe,Europe,NATO,proven_coal_reserves_by_country,2876000000.0
Nigeria,Africa,Africa,Non-NATO,proven_coal_reserves_by_country,2144000000.0
Mexico,Mexico,North America,Non-NATO,proven_coal_reserves_by_country,1211000000.0
Argentina,Latin America,South America,Non-NATO,proven_coal_reserves_by_country,799999000.0
North Korea,Asia-Pacific,Asia,Non-NATO,proven_coal_reserves_by_country,10600000000.0
Bangladesh,Asia-Pacific,Asia,Non-NATO,proven_coal_reserves_by_country,3260000000.0
Netherlands,Western Europe,Europe,NATO,proven_coal_reserves_by_country,3247000000.0
Myanmar,Southeast Asia,Asia,Non-NATO,proven_coal_reserves_by_country,252000000.0
Norway,Scandinavia,Europe,NATO,proven_coal_reserves_by_country,2000000.0
Portugal,Southern Europe,Europe,NATO,proven_coal_reserves_by_country,40000000.0
South Africa,Africa,Africa,Non-NATO,proven_coal_reserves_by_country,9893000000.0
Philippines,Southeast Asia,Asia,Non-NATO,proven_coal_reserves_by_country,361000000.0
Malaysia,Southeast Asia,Asia,Non-NATO,proven_coal_reserves_by_country,226000000.0
Iraq,Middle East,Asia,Non-NATO,proven_coal_reserves_by_country,0.0
Switzerland,Central Europe,Europe,Non-NATO,proven_coal_reserves_by_country,0.0
Denmark,Scandinavia,Europe,NATO,proven_coal_reserves_by_country,0.0
Colombia,Latin America,South America,Non-NATO,proven_coal_reserves_by_country,4554000000.0
Chile,Latin America,South America,Non-NATO,proven_coal_reserves_by_country,1181000000.0
Finland,Scandinavia,Europe,NATO,proven_coal_reserves_by_country,0.0
Peru,Latin America,South America,Non-NATO,proven_coal_reserves_by_country,1567000000.0
Venezuela,Latin America,South America,Non-NATO,proven_coal_reserves_by_country,730999000.0
Romania,Eastern Europe,Europe,Non-NATO,proven_coal_reserves_by_country,291000000.0
Ethiopia,Africa,Africa,Non-NATO,proven_coal_reserves_by_country,0.0
Czechia,Eastern Europe,Europe,NATO,proven_coal_reserves_by_country,3595000000.0
United Arab Emirates,Middle East,Asia,Non-NATO,proven_coal_reserves_by_country,0.0
Hungary,Eastern Europe,Europe,NATO,proven_coal_reserves_by_country,2909000000.0
Angola,Africa,Africa,Non-NATO,proven_coal_reserves_by_country,0.0
Kazakhstan,Asia,Asia,Non-NATO,proven_coal_reserves_by_country,25605000000.0
Uzbekistan,Asia,Asia,Non-NATO,proven_coal_reserves_by_country,1375000000.0
Morocco,Africa,Africa,Non-NATO,proven_coal_reserves_by_country,96000000.0
Azerbaijan,Asia,Asia,Non-NATO,proven_coal_reserves_by_country,0.0
Belgium,Western Europe,Europe,NATO,proven_coal_reserves_by_country,4100000000.0
Bulgaria,Eastern Europe,Europe,NATO,proven_coal_reserves_by_country,2366000000.0
Serbia,Balkans,Europe,Non-NATO,proven_coal_reserves_by_country,7514000000.0
Syria,Middle East,Asia,Non-NATO,proven_coal_reserves_by_country,0.0
Ecuador,Latin America,South America,Non-NATO,proven_coal_reserves_by_country,24000000.0
Democratic Republic of the Congo,Africa,Africa,Non-NATO,proven_coal_reserves_by_country,987999000.0
Cuba,Central America,North America,Non-NATO,proven_coal_reserves_by_country,0.0
Austria,Central Europe,Europe,Non-NATO,proven_coal_reserves_by_country,0.0
Sri Lanka,Asia-Pacific,Asia,Non-NATO,proven_coal_reserves_by_country,0.0
Belarus,Eastern Europe,Europe,Non-NATO,proven_coal_reserves_by_country,0.0
Slovakia,Eastern Europe,Europe,NATO,proven_coal_reserves_by_country,19000000.0
Qatar,Middle East,Asia,Non-NATO,proven_coal_reserves_by_country,0.0
Sudan,Africa,Africa,Non-NATO,proven_coal_reserves_by_country,0.0
Croatia,Balkans,Europe,NATO,proven_coal_reserves_by_country,0.0
Jordan,Middle East,Asia,Non-NATO,proven_coal_reserves_by_country,0.0
Libya,Africa,Africa,Non-NATO,proven_coal_reserves_by_country,0.0
Turkmenistan,Asia,Asia,Non-NATO,proven_coal_reserves_by_country,800000000.0
Albania,Balkans,Europe,NATO,proven_coal_reserves_by_country,522000000.0
Kuwait,Gulf Powers,Asia,Non-NATO,proven_coal_reserves_by_country,0.0
Bolivia,Latin America,South America,Non-NATO,proven_coal_reserves_by_country,1000000.0
Bahrain,Gulf Powers,Asia,Non-NATO,proven_coal_reserves_by_country,0.0
Oman,Gulf Powers,Asia,Non-NATO,proven_coal_reserves_by_country,0.0
Kenya,Africa,Africa,Non-NATO,proven_coal_reserves_by_country,0.0
Chad,Africa,Africa,Non-NATO,proven_coal_reserves_by_country,0.0
Yemen,Middle East,Asia,Non-NATO,proven_coal_reserves_by_country,0.0
New Zealand,Asia-Pacific,Oceania,Non-NATO,proven_coal_reserves_by_country,7575000000.0
Paraguay,Latin America,South America,Non-NATO,proven_coal_reserves_by_country,0.0
Lithuania,Northern Europe,Europe,NATO,proven_coal_reserves_by_country,0.0
Mozambique,Africa,Africa,Non-NATO,proven_coal_reserves_by_country,1792000000.0
Tunisia,Africa,Africa,Non-NATO,proven_coal_reserves_by_country,0.0
Armenia,Asia,Asia,Non-NATO,proven_coal_reserves_by_country,317000000.0
Tanzania,Africa,Africa,Non-NATO,proven_coal_reserves_by_country,1410000000.0
Cameroon,Africa,Africa,Non-NATO,proven_coal_reserves_by_country,0.0
Georgia,Asia,Asia,Non-NATO,proven_coal_reserves_by_country,900999000.0
Cambodia,Southeast Asia,Asia,Non-NATO,proven_coal_reserves_by_country,0.0
Slovenia,Balkans,Europe,NATO,proven_coal_reserves_by_country,95000000.0
Ireland,Northern Europe,Europe,Non-NATO,proven_coal_reserves_by_country,40000000.0
Mongolia,Asia-Pacific,Asia,Non-NATO,proven_coal_reserves_by_country,2520000000.0
Latvia,Northern Europe,Europe,NATO,proven_coal_reserves_by_country,0.0
Uruguay,Latin America,South America,Non-NATO,proven_coal_reserves_by_country,0.0
Honduras,Central America,North America,Non-NATO,proven_coal_reserves_by_country,0.0
Ivory Coast,Africa,Africa,Non-NATO,proven_coal_reserves_by_country,0.0
Guatemala,Central America,North America,Non-NATO,proven_coal_reserves_by_country,0.0
Mali,Africa,Africa,Non-NATO,proven_coal_reserves_by_country,0.0
Kyrgyzstan,Asia,Asia,Non-NATO,proven_coal_reserves_by_country,28499000000.0
Laos,Southeast Asia,Asia,Non-NATO,proven_coal_reserves_by_country,62000000.0
Estonia,Northern Europe,Europe,NATO,proven_coal_reserves_by_country,0.0
Tajikistan,Asia,Asia,Non-NATO,proven_coal_reserves_by_country,4075000000.0
Zambia,Africa,Africa,Non-NATO,proven_coal_reserves_by_country,944999000.0
Ghana,Africa,Africa,Non-NATO,proven_coal_reserves_by_country,0.0
Zimbabwe,Africa,Africa,Non-NATO,proven_coal_reserves_by_country,502000000.0
North Macedonia,Balkans,Europe,Non-NATO,proven_coal_reserves_by_country,332000000.0
South Sudan,Africa,Africa,Non-NATO,proven_coal_reserves_by_country,0.0
Uganda,Africa,Africa,Non-NATO,proven_coal_reserves_by_country,800000000.0
Lebanon,Middle East,Asia,Non-NATO,proven_coal_reserves_by_country,0.0
Namibia,Africa,Africa,Non-NATO,proven_coal_reserves_by_country,350000000.0
Luxembourg,Western Europe,Europe,NATO,proven_coal_reserves_by_country,0.0
Afghanistan,Asia,Asia,Non-NATO,proven_coal_reserves_by_country,66000000.0
Niger,Africa,Africa,Non-NATO,proven_coal_reserves_by_country,90000000.0
Eritrea,Africa,Africa,Non-NATO,proven_coal_reserves_by_country,0.0
Republic of the Congo,Africa,Africa,Non-NATO,proven_coal_reserves_by_country,0.0
Botswana,Africa,Africa,Non-NATO,proven_coal_reserves_by_country,1660000000.0
Mauritania,Africa,Africa,Non-NATO,proven_coal_reserves_by_country,0.0
Dominican Republic,Central America,North America,Non-NATO,proven_coal_reserves_by_country,0.0
Senegal,Africa,Africa,Non-NATO,proven_coal_reserves_by_country,0.0
Nepal,Asia-Pacific,Asia,Non-NATO,proven_coal_reserves_by_country,8000000.0
Montenegro,Balkans,Europe,NATO,proven_coal_reserves_by_country,337000000.0
El Salvador,Central America,North America,Non-NATO,proven_coal_reserves_by_country,0.0
Burkina Faso,Africa,Africa,Non-NATO,proven_coal_reserves_by_country,0.0
Madagascar,Africa,Africa,Non-NATO,proven_coal_reserves_by_country,150000000.0
Nicaragua,Central America,North America,Non-NATO,proven_coal_reserves_by_country,0.0
Bosnia and Herzegovina,Balkans,Europe,Non-NATO,proven_coal_reserves_by_country,2264000000.0
Gabon,Africa,Africa,Non-NATO,proven_coal_reserves_by_country,0.0
Moldova,Eastern Europe,Europe,Non-NATO,proven_coal_reserves_by_country,0.0
Iceland,Scandinavia,Europe,NATO,proven_coal_reserves_by_country,0.0
Panama,Central America,North America,Non-NATO,proven_coal_reserves_by_country,0.0
Beliz,Central America,North America,Non-NATO,proven_coal_reserves_by_country,0.0
Liberia,Africa,Africa,Non-NATO,proven_coal_reserves_by_country,0.0
Suriname,Northern South America,South America,Non-NATO,proven_coal_reserves_by_country,0.0
Sierra Leone,Africa,Africa,Non-NATO,proven_coal_reserves_by_country,0.0
Kosovo,Southern Europe,Europe,Non-NATO,proven_coal_reserves_by_country,1564000000.0
Somalia,Africa,Africa,Non-NATO,proven_coal_reserves_by_country,0.0
Central African Republic,Africa,Africa,Non-NATO,proven_coal_reserves_by_country,3000000.0
Benin,Africa,Africa,Non-NATO,proven_coal_reserves_by_country,0.0
Bhutan,Asia,Asia,Non-NATO,proven_coal_reserves_by_country,0.0
United States,Northern America,North America,NATO,land_area_sq_km,9833517
Russia,Eastern Europe,Europe,Non-NATO,land_area_sq_km,17098242
China,Asia-Pacific,Asia,Non-NATO,land_area_sq_km,9596960
India,Asia-Pacific,Asia,Non-NATO,land_area_sq_km,3287263
South Korea,Asia-Pacific,Asia,Non-NATO,land_area_sq_km,99720
United Kingdom,Northern Europe,Europe,NATO,land_area_sq_km,243610
France,Western Europe,Europe,NATO,land_area_sq_km,643801
Japan,Asia-Pacific,Asia,Non-NATO,land_area_sq_km,377915
Turkiye,Middle East,Asia,NATO,land_area_sq_km,783562
Italy,Southern Europe,Europe,NATO,land_area_sq_km,301340
Brazil,Latin America,South America,Non-NATO,land_area_sq_km,8515770
Pakistan,Asia-Pacific,Asia,Non-NATO,land_area_sq_km,796095
Indonesia,Southeast Asia,Asia,Non-NATO,land_area_sq_km,1904569
Germany,Central Europe,Europe,NATO,land_area_sq_km,357022
Israel,Middle East,Asia,Non-NATO,land_area_sq_km,21937
Iran,Middle East,Asia,Non-NATO,land_area_sq_km,1648195
Spain,Southern Europe,Europe,NATO,land_area_sq_km,505370
Australia,Asia-Pacific,Oceania,Non-NATO,land_area_sq_km,7741220
Egypt,Africa,Africa,Non-NATO,land_area_sq_km,1001450
Ukraine,Eastern Europe,Europe,Non-NATO,land_area_sq_km,603550
Poland,Eastern Europe,Europe,NATO,land_area_sq_km,312685
Taiwan,Asia-Pacific,Asia,Non-NATO,land_area_sq_km,35980
Vietnam,Southeast Asia,Asia,Non-NATO,land_area_sq_km,331210
Saudi Arabia,Middle East,Asia,Non-NATO,land_area_sq_km,2149690
Thailand,Southeast Asia,Asia,Non-NATO,land_area_sq_km,513120
Algeria,Africa,Africa,Non-NATO,land_area_sq_km,2381740
Sweden,Scandinavia,Europe,NATO,land_area_sq_km,450295
Canada,Northern America,North America,NATO,land_area_sq_km,9984670
Singapore,Southeast Asia,Asia,Non-NATO,land_area_sq_km,719
Greece,Southern Europe,Europe,NATO,land_area_sq_km,131957
Nigeria,Africa,Africa,Non-NATO,land_area_sq_km,923768
Mexico,Mexico,North America,Non-NATO,land_area_sq_km,1964375
Argentina,Latin America,South America,Non-NATO,land_area_sq_km,2780400
North Korea,Asia-Pacific,Asia,Non-NATO,land_area_sq_km,120538
Bangladesh,Asia-Pacific,Asia,Non-NATO,land_area_sq_km,148460
Netherlands,Western Europe,Europe,NATO,land_area_sq_km,41543
Myanmar,Southeast Asia,Asia,Non-NATO,land_area_sq_km,676578
Norway,Scandinavia,Europe,NATO,land_area_sq_km,323802
Portugal,Southern Europe,Europe,NATO,land_area_sq_km,92090
South Africa,Africa,Africa,Non-NATO,land_area_sq_km,1219090
Philippines,Southeast Asia,Asia,Non-NATO,land_area_sq_km,300000
Malaysia,Southeast Asia,Asia,Non-NATO,land_area_sq_km,329847
Iraq,Middle East,Asia,Non-NATO,land_area_sq_km,438317
Switzerland,Central Europe,Europe,Non-NATO,land_area_sq_km,41277
Denmark,Scandinavia,Europe,NATO,land_area_sq_km,43094
Colombia,Latin America,South America,Non-NATO,land_area_sq_km,1138910
Chile,Latin America,South America,Non-NATO,land_area_sq_km,756102
Finland,Scandinavia,Europe,NATO,land_area_sq_km,338145
Peru,Latin America,South America,Non-NATO,land_area_sq_km,1285216
Venezuela,Latin America,South America,Non-NATO,land_area_sq_km,912050
Romania,Eastern Europe,Europe,Non-NATO,land_area_sq_km,238391
Ethiopia,Africa,Africa,Non-NATO,land_area_sq_km,1104300
Czechia,Eastern Europe,Europe,NATO,land_area_sq_km,78867
United Arab Emirates,Middle East,Asia,Non-NATO,land_area_sq_km,83600
Hungary,Eastern Europe,Europe,NATO,land_area_sq_km,103000
Angola,Africa,Africa,Non-NATO,land_area_sq_km,1246700
Kazakhstan,Asia,Asia,Non-NATO,land_area_sq_km,2724900
Uzbekistan,Asia,Asia,Non-NATO,land_area_sq_km,447400
Morocco,Africa,Africa,Non-NATO,land_area_sq_km,715550
Azerbaijan,Asia,Asia,Non-NATO,land_area_sq_km,86600
Belgium,Western Europe,Europe,NATO,land_area_sq_km,30528
Bulgaria,Eastern Europe,Europe,NATO,land_area_sq_km,110880
Serbia,Balkans,Europe,Non-NATO,land_area_sq_km,77474
Syria,Middle East,Asia,Non-NATO,land_area_sq_km,187437
Ecuador,Latin America,South America,Non-NATO,land_area_sq_km,283560
Democratic Republic of the Congo,Africa,Africa,Non-NATO,land_area_sq_km,2344858
Cuba,Central America,North America,Non-NATO,land_area_sq_km,110860
Austria,Central Europe,Europe,Non-NATO,land_area_sq_km,83871
Sri Lanka,Asia-Pacific,Asia,Non-NATO,land_area_sq_km,65610
Belarus,Eastern Europe,Europe,Non-NATO,land_area_sq_km,207600
Slovakia,Eastern Europe,Europe,NATO,land_area_sq_km,49035
Qatar,Middle East,Asia,Non-NATO,land_area_sq_km,11586
Sudan,Africa,Africa,Non-NATO,land_area_sq_km,1861484
Croatia,Balkans,Europe,NATO,land_area_sq_km,56594
Jordan,Middle East,Asia,Non-NATO,land_area_sq_km,89342
Libya,Africa,Africa,Non-NATO,land_area_sq_km,1759540
Turkmenistan,Asia,Asia,Non-NATO,land_area_sq_km,488100
Albania,Balkans,Europe,NATO,land_area_sq_km,28748
Kuwait,Gulf Powers,Asia,Non-NATO,land_area_sq_km,17818
Bolivia,Latin America,South America,Non-NATO,land_area_sq_km,1098581
Bahrain,Gulf Powers,Asia,Non-NATO,land_area_sq_km,760
Oman,Gulf Powers,Asia,Non-NATO,land_area_sq_km,309500
Kenya,Africa,Africa,Non-NATO,land_area_sq_km,580367
Chad,Africa,Africa,Non-NATO,land_area_sq_km,1284000
Yemen,Middle East,Asia,Non-NATO,land_area_sq_km,527968
New Zealand,Asia-Pacific,Oceania,Non-NATO,land_area_sq_km,268838
Paraguay,Latin America,South America,Non-NATO,land_area_sq_km,406752
Lithuania,Northern Europe,Europe,NATO,land_area_sq_km,65300
Mozambique,Africa,Africa,Non-NATO,land_area_sq_km,799380
Tunisia,Africa,Africa,Non-NATO,land_area_sq_km,163610
Armenia,Asia,Asia,Non-NATO,land_area_sq_km,29743
Tanzania,Africa,Africa,Non-NATO,land_area_sq_km,947300
Cameroon,Africa,Africa,Non-NATO,land_area_sq_km,475440
Georgia,Asia,Asia,Non-NATO,land_area_sq_km,69700
Cambodia,Southeast Asia,Asia,Non-NATO,land_area_sq_km,181035
Slovenia,Balkans,Europe,NATO,land_area_sq_km,20273
Ireland,Northern Europe,Europe,Non-NATO,land_area_sq_km,70273
Mongolia,Asia-Pacific,Asia,Non-NATO,land_area_sq_km,1564116
Latvia,Northern Europe,Europe,NATO,land_area_sq_km,64589
Uruguay,Latin America,South America,Non-NATO,land_area_sq_km,176215
Honduras,Central America,North America,Non-NATO,land_area_sq_km,112090
Ivory Coast,Africa,Africa,Non-NATO,land_area_sq_km,322463
Guatemala,Central America,North America,Non-NATO,land_area_sq_km,108889
Mali,Africa,Africa,Non-NATO,land_area_sq_km,1240192
Kyrgyzstan,Asia,Asia,Non-NATO,land_area_sq_km,199951
Laos,Southeast Asia,Asia,Non-NATO,land_area_sq_km,236800
Estonia,Northern Europe,Europe,NATO,land_area_sq_km,45228
Tajikistan,Asia,Asia,Non-NATO,land_area_sq_km,144100
Zambia,Africa,Africa,Non-NATO,land_area_sq_km,752618
Ghana,Africa,Africa,Non-NATO,land_area_sq_km,238533
Zimbabwe,Africa,Africa,Non-NATO,land_area_sq_km,390757
North Macedonia,Balkans,Europe,Non-NATO,land_area_sq_km,25713
South Sudan,Africa,Africa,Non-NATO,land_area_sq_km,644329
Uganda,Africa,Africa,Non-NATO,land_area_sq_km,241038
Lebanon,Middle East,Asia,Non-NATO,land_area_sq_km,10400
Namibia,Africa,Africa,Non-NATO,land_area_sq_km,824292
Luxembourg,Western Europe,Europe,NATO,land_area_sq_km,2586
Afghanistan,Asia,Asia,Non-NATO,land_area_sq_km,652230
Niger,Africa,Africa,Non-NATO,land_area_sq_km,1267000
Eritrea,Africa,Africa,Non-NATO,land_area_sq_km,117600
Republic of the Congo,Africa,Africa,Non-NATO,land_area_sq_km,342000
Botswana,Africa,Africa,Non-NATO,land_area_sq_km,581730
Mauritania,Africa,Africa,Non-NATO,land_area_sq_km,1030700
Dominican Republic,Central America,North America,Non-NATO,land_area_sq_km,48320
Senegal,Africa,Africa,Non-NATO,land_area_sq_km,196722
Nepal,Asia-Pacific,Asia,Non-NATO,land_area_sq_km,147181
Montenegro,Balkans,Europe,NATO,land_area_sq_km,13812
El Salvador,Central America,North America,Non-NATO,land_area_sq_km,21041
Burkina Faso,Africa,Africa,Non-NATO,land_area_sq_km,274200
Madagascar,Africa,Africa,Non-NATO,land_area_sq_km,587040
Nicaragua,Central America,North America,Non-NATO,land_area_sq_km,130370
Bosnia and Herzegovina,Balkans,Europe,Non-NATO,land_area_sq_km,51197
Gabon,Africa,Africa,Non-NATO,land_area_sq_km,267667
Moldova,Eastern Europe,Europe,Non-NATO,land_area_sq_km,33851
Iceland,Scandinavia,Europe,NATO,land_area_sq_km,100250
Panama,Central America,North America,Non-NATO,land_area_sq_km,75420
Beliz,Central America,North America,Non-NATO,land_area_sq_km,22966
Liberia,Africa,Africa,Non-NATO,land_area_sq_km,111369
Suriname,Northern South America,South America,Non-NATO,land_area_sq_km,163820
Sierra Leone,Africa,Africa,Non-NATO,land_area_sq_km,71740
Kosovo,Southern Europe,Europe,Non-NATO,land_area_sq_km,10887
Somalia,Africa,Africa,Non-NATO,land_area_sq_km,637657
Central African Republic,Africa,Africa,Non-NATO,land_area_sq_km,622984
Benin,Africa,Africa,Non-NATO,land_area_sq_km,112622
Bhutan,Asia,Asia,Non-NATO,land_area_sq_km,38394
United States,Northern America,North America,NATO,coastline_km,19924
Russia,Eastern Europe,Europe,Non-NATO,coastline_km,37653
China,Asia-Pacific,Asia,Non-NATO,coastline_km,14500
India,Asia-Pacific,Asia,Non-NATO,coastline_km,7000
South Korea,Asia-Pacific,Asia,Non-NATO,coastline_km,2413
United Kingdom,Northern Europe,Europe,NATO,coastline_km,12429
France,Western Europe,Europe,NATO,coastline_km,4853
Japan,Asia-Pacific,Asia,Non-NATO,coastline_km,29751
Turkiye,Middle East,Asia,NATO,coastline_km,7200
Italy,Southern Europe,Europe,NATO,coastline_km,7600
Brazil,Latin America,South America,Non-NATO,coastline_km,7491
Pakistan,Asia-Pacific,Asia,Non-NATO,coastline_km,1046
Indonesia,Southeast Asia,Asia,Non-NATO,coastline_km,54716
Germany,Central Europe,Europe,NATO,coastline_km,2389
Israel,Middle East,Asia,Non-NATO,coastline_km,273
Iran,Middle East,Asia,Non-NATO,coastline_km,2440
Spain,Southern Europe,Europe,NATO,coastline_km,4964
Australia,Asia-Pacific,Oceania,Non-NATO,coastline_km,25760
Egypt,Africa,Africa,Non-NATO,coastline_km,2450
Ukraine,Eastern Europe,Europe,Non-NATO,coastline_km,2782
Poland,Eastern Europe,Europe,NATO,coastline_km,440
Taiwan,Asia-Pacific,Asia,Non-NATO,coastline_km,1566
Vietnam,Southeast Asia,Asia,Non-NATO,coastline_km,3444
Saudi Arabia,Middle East,Asia,Non-NATO,coastline_km,2640
